Description,Meaning,Source,Type
범이 배고프면 가재도 뒤진다,"범과 같은 맹수도 배가 고프면 하는 수 없이 가재라도 잡으려고 물 밑의 돌을 뒤진다는 뜻으로, 궁한 처지에 부닥치면 체면도 가리지 않게 됨을 비유적으로 이르는 말. <동의 속담> ‘범도 궁하면 가재를 잡아먹는다’",우리말샘,속담
범이 불알을 동지에 얼리고 입춘에 녹인다,날씨가 동지부터 추워져서 입춘부터 누그러짐을 비유적으로 이르는 말.,우리말샘,속담
범이 사납다고 제 새끼 잡아먹으랴,"아무리 성질이 포악한 범이라고 해서 제 새끼를 잡아먹을 수 있겠느냐는 뜻으로, 제 새끼에 대한 어미의 사랑은 어떤 짐승이나 마찬가지임을 비유적으로 이르는 말.",우리말샘,속담
범이 사납다고 제 새끼를 잡아먹으랴,아무리 성질이 포악한 사람도 제 자식만은 사랑함을 비유적으로 이르는 말.,고려대 한국어대사전,속담
범이 사람 셋을 잡아먹으면 귀가 째진다,악한 짓을 하면 겉으로도 반드시 나타나기 마련임을 비유적으로 이르는 말.,우리말샘,속담
법 모르는 관리가 볼기로 위세 부린다,"법 규정이 어떻게 되어 있는지 알지 못하는 벼슬아치가 덮어놓고 볼기를 치며 위세를 부린다는 뜻으로, 실력이 없는 자가 덮어놓고 우격다짐으로 일을 처리하는 경우를 비유적으로 이르는 말.",표준국어대사전,속담
법 밑에 법 모른다,"법을 잘 지켜야 할 법률 기관에서 법을 다루면서도 도리어 법을 모르고 어기는 경우를 비유적으로 이르는 말.,자기에게 가까워 가장 잘 알고 있을 법한 일을 모르고 있는 경우를 비유적으로 이르는 말.",표준국어대사전,속담
법당 뒤로 돈다,"남이 다 보는 법당의 앞으로 가는 것을 피하고 법당의 뒤로 슬슬 돈다는 뜻으로, 남이 보지 않는 곳이라고 하여 남의 눈을 피하여 옳지 못한 짓을 함을 비유적으로 이르는 말.",표준국어대사전,속담
법석이 일다,소란스럽게 떠드는 현상이 생기다.,표준국어대사전,관용구
벗 따라 강남 간다,자기는 하고 싶지 아니하나 남에게 끌려서 덩달아 하게 됨을 이르는 말.,표준국어대사전,속담
벗 줄 것은 없어도 도둑 줄 것은 있다,"친한 벗에게 줄 것 없어서 안타까워할 형편이지만 그래도 도적이 들어 훔쳐 갈 물건은 얼마든지 있다는 뜻으로, 없다 없다 하는 사람도 무엇인가 쓸 만한 것은 다 가지고 있음을 비유적으로 이르는 말.,제게 가까운 사람들에게는 매우 인색하나 억지로 빼앗아 가는 데는 못 이김을 비유적으로 이르는 말.",표준국어대사전,속담
벗바리 좋다,뒷배를 보아 주는 사람이 많다.,표준국어대사전,관용구
벗을 트다,(사람이) 서로 쓰던 경어를 그만두고 터놓고 사귀기 시작하다.,고려대 한국어대사전,관용구
벙어리 서방 만난 듯,‘벙어리 예장 받은 듯 싱글벙글한다’의 북한 속담.,표준국어대사전,속담
벙어리 소를 몰고 가듯,"말 못 하는 벙어리가 아무 말도 없이 소를 몰면서 간다는 뜻으로, 아무 말 없이 앞서거니 뒤서거니 걷기만 하는 모양을 비유적으로 이르는 말.",표준국어대사전,속담
벙어리 예장 받은 듯 싱글벙글한다,"말 못하는 벙어리가 예장을 받고 몹시 기쁘기는 하나 말로 표현할 수 없기 때문에 그저 싱글벙글 웃기만 한다는 뜻으로, 좋은 일이 있어 기쁨을 감추지 못하고 싱글벙글 웃기만 함을 비유적으로 이르는 말.",표준국어대사전,속담
벙어리 웃는 뜻은 양반 욕하자는 뜻이다,도무지 뜻을 알기 어려운 경우에 짐짓 미루어 짐작하는 뜻임을 비유적으로 이르는 말.,표준국어대사전,속담
벙어리가 서방질을 해도 제 속이 있다,말은 하지 않더라도 제 딴에는 정당한 이유도 있고 뜻도 있음을 비유적으로 이르는 말.,표준국어대사전,속담
벙어리가 증문 가지고 있는 격,"말 못 하는 벙어리가 어떤 사실을 증명하는 문서를 가지고 있으면서도 똑바로 증언할 수 없다는 뜻으로, 정당한 이유나 근거를 가지고도 내놓고 입증할 수 없는 경우를 비유적으로 이르는 말.",표준국어대사전,속담
베는 석 자라도 틀은 틀대로 해야 된다,"불과 석 자짜리 베를 짜려고 해도 베틀 차리기는 마찬가지라는 뜻으로, 사소하거나 급하다 하여 기본 원칙을 무시할 수 없음을 비유적으로 이르는 말.",표준국어대사전,속담
베틀에 북 나들듯,부리나케 자주 드나드는 모양을 비유적으로 이르는 말.,표준국어대사전,관용구
벼 이삭은 익을수록 고개를 숙인다,교양이 있고 수양을 쌓은 사람일수록 겸손하고 남 앞에서 자기를 내세우려 하지 않는다는 것을 비유적으로 이르는 말.,표준국어대사전,속담
벼는〔벼이삭은〕 익을수록 고개를 숙인다,"교양이 있고 수양을 쌓은 사람일수록 더욱 겸손해짐을 비유적으로 이르는 말. (=곡식 이삭은 익을수록 고개를 숙인다, 낟알은 익을수록 고개를 숙인다, 병에 찬 물은 저어도 소리가 나지 않는다, 여문 곡식일수록 ...",고려대 한국어대사전,속담
벼락 내리다〔떨어지다〕,"(사람이나 단체에) 큰 변(變)이 생기다.,(사람에게) 아주 호되게 꾸지람이 내리다.",고려대 한국어대사전,관용구
벼락에 소 뛰어들듯,놀라 어쩔 줄 모르고 허둥지둥하는 모양을 비유적으로 이르는 말.,표준국어대사전,속담
벼룩의 간을 내먹는다,하는 짓이 몹시 잘거나 인색함을 비유적으로 이르는 말. <동의 속담> ‘참새 앞정강이를 긁어 먹는다’,우리말샘,속담
벼룩의 등에 육간대청을 짓겠다,"벼룩의 좁은 등에 여섯 칸이나 되는 넓은 마루를 짓겠다는 뜻으로, 하는 일이 이치에 맞지 않고 도량이 좁음을 비유적으로 이르는 말. (=독 안에서 푸념.)",고려대 한국어대사전,속담
벼르던 아기 눈이 먼다,"모처럼 태어난 아기가 눈이 먼다는 뜻으로, 몹시 기대하던 일이 이루어졌으나 뜻밖에도 탈이 생겨났음을 비유적으로 이르는 말.,기다리고 잘하려고 벼르던 일이 도리어 실수하기 쉽고 낭패되기 쉬움을 비유적으로 이르는 말.",표준국어대사전,속담
벼르던 제사 물도 못 떠 놓는다,"제삿날이 닥쳤는데 한 사발의 물도 제대로 떠 놓지 못하고 지내게 되었다는 뜻으로, 잘하려고 기대한 일일수록 도리어 더 못하게 되는 수가 많음을 비유적으로 이르는 말.",표준국어대사전,속담
벼린 도끼가 이 빠진다,"애써서 벼린 도끼의 날이 그만 이가 빠져서 꼴사납게 되었다는 뜻으로, 공을 들여 잘 장만한 것이 오히려 빨리 못쓰게 되는 경우를 비유적으로 이르는 말.",표준국어대사전,속담
벼슬 살다,(사람이) 벼슬을 지내다.,고려대 한국어대사전,관용구
벽에 뭐 칠할 때까지,나이가 많이 들도록.,고려대 한국어대사전,관용구
벽에도 귀가 있고 돌에도 입이 있다,‘벽에도 귀가 있다’의 북한 속담.,우리말샘,속담
벽을 문이라고 내민다,이치에 맞지 않는 사실임에도 불구하고 자기의 고집을 세우기 위하여 억지로 우기는 경우를 비유적으로 이르는 말. <동의 속담> ‘벽이 문이라고 내우긴다’,우리말샘,속담
변두 놓다,편두통을 고치기 위하여 침을 놓다.,표준국어대사전,관용구
변두 맞다,편두통을 고치기 위하여 침을 맞다.,표준국어대사전,관용구
변두 치다,편두통이 일어나 매우 아프다.,표준국어대사전,관용구
변을 쓰다,(사람이) 같은 집단의 구성원끼리만 통하는 암호 같은 말을 하다.,고려대 한국어대사전,관용구
변죽 울리다,"(사람이) 직접 말을 하지 않고 둘러서 말을 하여 짐작하게 하다. (=변죽 치고 넘다, 변죽(을) 치다.)",고려대 한국어대사전,관용구
변죽 치다,"(사람이) 직접 말을 하지 않고 상대가 헤아릴 수 있도록 둘러서 말을 하다. (=변죽(을) 울리다.),(화살이) 과녁의 변죽에 맞고 밖으로 튕겨 나가다. (=변죽(을) 울리다, 변죽 치고 넘다.)",고려대 한국어대사전,관용구
별 겯듯,별이 총총 박히듯.,표준국어대사전,관용구
별 겯듯 하다,(무엇이) 별이 총총 박히듯 빽빽이 있다.,고려대 한국어대사전,관용구
별 볼 일 없다,대단하지 않고 하찮다.,표준국어대사전,관용구
별 볼 일 있다,보통과 구별되게 다르다.,우리말샘,관용구
별이 보이다,(사람이) 충격이나 고통 따위로 정신이 없다.,고려대 한국어대사전,관용구
병 늙으면 산으로 간다,병이 오래되면 결국은 죽게 된다는 말.,고려대 한국어대사전,속담
병 만나기는 쉬워도 병 고치기는 힘들다,"병에 걸리기는 쉬워도 일단 걸린 병을 고쳐서 건강을 회복하기는 힘이 든다는 뜻으로, 일단 잘못된 길에 들어서면 거기에서 헤어나기가 어려움을 비유적으로 이르는 말.",우리말샘,속담
병 주고 약 준다,"남을 해치고 나서 약을 주며 그를 구원하는 체한다는 뜻으로, 교활하고 음흉한 자의 행동을 비유적으로 이르는 말.",표준국어대사전,속담
병나발 불다,나발을 불듯이 병을 거꾸로 입에 대고 병 속에 든 액체를 들이켜다.,표준국어대사전,관용구
병든 날 세지 않고 죽은 날 센다,일이 다 틀어진 다음에 쓸데없는 짓을 하는 경우를 비꼬는 말.,우리말샘,속담
병든 놈 두고 약 지으러 가니 약국도 두건을 썼더라 한다,"환자가 있어서 약을 지으러 가니 약국에서는 이미 사람이 죽어 두건을 쓰고 있었다는 뜻으로, 급히 남의 도움을 받으려 하니 남은 더 큰 불행에 빠져 있어 도움을 받을 수 없게 된 경우를 비유적으로 이르는 말.,가도 소용이 없으니 갈 필요가 없음을 비유적으로 이르는 말.",고려대 한국어대사전,속담
병신 육갑하다,되지못한 자가 엉뚱한 짓을 하다.,표준국어대사전,관용구
병신 자식이 더 귀엽다,불구가 된 자식일수록 더욱더 부모의 사랑이 쏠리게 된다는 말.,표준국어대사전,속담
병신이 한 고집이 있다,못난 인간이 고집을 부린다는 말.,고려대 한국어대사전,속담
병아리가 첫 울려면 날을 가린다,"병아리가 다 자라서 처음으로 홰를 치며 울려고 할 때도 다 날을 가려 하는 법이라는 뜻으로, 어떤 일을 새로 벌일 때는 날을 잘 잡아야 함을 비유적으로 이르는 말.",표준국어대사전,속담
병아리는 가을에 가서 세여 보아야 한다,"봄에 깐 병아리 중 몇 마리나 자라서 닭 구실을 할지는 가을에 가서 세어 보아야 정확하다는 뜻으로, 일의 결과를 보지 아니하고 타산만 앞세우다가는 실지와 맞지 아니할 수 있음을 비유적으로 이르는 말.",표준국어대사전,속담
병은 사람을 못 잡아도 약은 사람을 잡는다,"병에 걸린다고 다 죽는 것은 아니나 약은 한번 잘못 쓰면 사람을 죽인다는 뜻으로, 약을 병에 맞게 써야지 잘못 쓰면 돌이킬 수 없는 화를 초래할 수 있음을 경계하여 이르는 말.",고려대 한국어대사전,속담
병은 한 가지 약은 천 가지,한 가지 병에 대하여 그 치료법이 매우 많다는 말.,고려대 한국어대사전,속담
병작 주다,지주(地主)가 소출을 작인과 똑같이 나누어 갖기로 하고 자기 소유의 땅을 소작인(小作人)에게 부치게 하다.,고려대 한국어대사전,관용구
병줄 놓다,(사람이) 오래 앓던 병에서 벗어나 몸이 회복되다.,고려대 한국어대사전,관용구
병풍에 그린 꽃이 향기 나랴,[같은 속담] 병풍에 그린 닭이 울가.,표준국어대사전,속담
병풍에 그린 닭이 홰를 치고 우는 한이 있더라도,비록 병풍에 그려 놓은 닭이 홰를 치며 우는 일과 같이 도저히 상상할 수 없는 일이 생길지라도 기어이 해내겠다는 의지를 비유적으로 이르는 말.,표준국어대사전,속담
보고 못 먹는 것은 그림의 떡,아무런 실속이 없다는 말. (=그림의 떡.),고려대 한국어대사전,속담
보고도 못 먹는 전라도 곡식,필요한 것을 눈앞에 두고도 마음대로 쓰지 못함을 비유적으로 이르는 말. <동의 속담> ‘두고도 못 먹는 전라도 곡식’ ‘전라도 곡식이라’,우리말샘,속담
보금자리 사랑할 줄 모르는 새는 없다,"새조차도 제 보금자리를 극진히 사랑한다는 뜻으로, 사람은 누구나 자신의 가족과 가정을 사랑하고 소중히 여겨야 함을 이르는 말.",표준국어대사전,속담
보기 싫은 반찬이 끼마다 오른다,너무 잦아서 싫증 난 것이 그대로 또 계속되어 눈에 띔을 비유적으로 이르는 말.,표준국어대사전,속담
보는 바가 크면 이루는 바도 크다,모든 것을 넓은 안목을 가지고 보고 뜻을 크게 가져야 함을 비유적으로 이르는 말.,우리말샘,속담
